Anime_Id,Anime_Title,Anime_Synopsis,Anime_Genre
33922,"Taka no Tsume-dan, Toyama",A crossover of  Kaette Kite yoo Toyama kara  with  Himitsukessha Taka no Tsume  as they explore more of Toyama city.,Comedy
37992,Jingai-san no Yome,"Tomari Hinowa is a normal high schooler, until one day he's told that he has to become the wife of a mysterious creature called Kanenogi. This is the start of their newly married life. 
 
(Source: MU)","Comedy, Romance, Fantasy, Josei"
22507,Initial D Final Stage,"After defeating every racing team in the prefecture, everything comes down to one last race. Takumi Fujiwara has never lost a race, but when his opponent is also using an AE86, it turns into a battle of the AE86. Will Project D succeed in the final and most difficult race of Initial D?","Sports, Cars, Seinen"
39428,UFO-koku no Koutsuu Anzen,A traffic safety anime appealing to children by focusing on the issues in a distant universe of a UFO country.,"Kids, Sci-Fi"
36065,Jirijiri,"A music video for Umineco Sounds' song ""Jirijiri.""",Music
9288,Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?,"Sakura Kurumi, Erika's mother, is preparing for a fashion show in Paris. The girls of the school's fashion club are going to model there, including some high school students. While in Paris, they meet a mysterious boy named Oliver. However, Baron Salamander of the Desert Apostles appears, and the girls transform into Pretty Cures to defend Paris.","Fantasy, Kids, Magic, Shoujo"
39097,Hana no Nioi,Music video directed by Toshiaki Hanzaki for the single  Hana no Nioi  by Mr. Children.,"Drama, Military, Music"
2178,Highlander: The Search for Vengeance,"Colin MacLeod, the immortal Scottish Highlander, travels with the wise-cracking ghost Amergan in search of the immortal despot Marcus Octavius, who killed Colin's lover on the Celtic plains centuries earlier. The once great city of New York is now submerged under water, with only one dominant fortress towering over the sea, the fortress of Marcus Octavius. MacLeod is torn between saving the survivors of New York and hunting down his nemesis. 
 
(Source: ANN)","Action, Horror, Sci-Fi"
766,Kishin Houkou Demonbane,"Lily Bridge, a young journalist, arrives at Arkham City, hoping to find a big scoop. However, with all the strange things occuring around the city, only the exceptional findings are news-worthy, such as the mysterious mecha known as Demonbane. However, upon finding a small piece of machinery that seemed to be connected with the Hadou Combine, Lily is determined to find the truth. Little does she know, she enters into a dark world, involving herself with Demonbane and the powerful forces that control the city. 
 
(Source: ANN)","Comedy, Drama, Mecha, Sci-Fi"
1922,Urusei Yatsura Movie 3: Remember My Love,"It seems that when Lum was born, a postal screwup resulted in a witchy friend of the family not getting an invitation to the celebration. The witch put a curse on Lum, that she would never be happy with her True Love.  
 
In the present, a new Amusement Park has been built in Tomobiki, and opening day finds the whole gang sampling its pleasures. At a magic show, however, Ataru gets turned into a large pink hippo-potamus, FOR REAL!  
 
When Lum attempts to track down the magician that transformed her Darling, things start to get very weird, very fast!  
 
(Source: AniDB)","Action, Sci-Fi, Adventure, Comedy, Drama, Romance"
4614,Moero Arthur: Hakuba no Ouji,"Moero Arthur Hakuba no Oji is an anime based on the Arthurian legend and it is a sequel to the earlier series Entaku no Kishi Monogatari: Moero Arthur. This time Arthur conceals his true identity in order to defeat Ziking as he and his four new companions begin a journey of adventures. 
 
(Source: Toei Animation)","Adventure, Romance, Historical, Drama"
23975,Fukuyama Gekijou: Natsu no Himitsu,"Several short animated mini-stories based on the short stories and four-panel manga of Keiko Fukuyama, including My Father the Mouse, The Rabbit Brothers, Summer Secret, The Mysterious Fairy, How Very Strange, and Kuro.  
 
(Source: Anime Encyclopedia)","Music, Kids, Fantasy"
18269,Ujusonyeon Kaesi,A Korean 1979 animated film about an android boy and his struggle against the forces of evil.,"Action, Adventure, Sci-Fi, Shounen"
32819,Xiong Chumo Zhi: Conglin Zongdongyuan,"Third season of  Boonie Bears . 
 
Having had a taste of carnival life in town, the Bear Brothers return to the forest to start anew. But aside from the joy of meeting old friends, the bears must again cope with the dull-but-driven Logger Vick! That shiny-pated villain is determined to crush their renewed efforts to protect the forest they love. If he can dispatch the Bear Brothers, Vick will realize his evil dream of riches through total destruction of the forest. Fortunately the Brothers and their friends have a forest full of surprises in store for him! Boonie Bears: Forest Frenzy features Briar and Bramble Bear doing what they do best: creating non-stop laughs for kids around the world! 
 
(Source: Official website)","Comedy, Kids"
2408,Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!,"During a vacation Natsumi is visited by a female alien and male alien who she later gains feelings for from the ocean that makes her the Deep Sea Princess who, along with the rest of the Keroro Platoon, encounter many dangers summoned by a mysterious creature.  
 
(Source: Wikipedia)","Action, Adventure, Comedy, Drama, Sci-Fi, Shounen"
7501,Kintarou Taiiku Nikki,"A young man in a leotard leads a group of animals in a sumo wrestling match. The bear is the final victor of all the animals, but then loses when he must face Kintaro.",Comedy
9164,Attack No.1: Namida no Fushichou,The fourth and final recap film of  Attack No.1 . Now set in high school the team competes at inter-high but tragedy strikes. ,"Sports, Drama, Shoujo"
7864,SF Lolita Fantasy Ome-1,Lolita hentai parodying the science-fiction genre.,"Hentai, Parody, Sci-Fi"
19993,Kaminari Boy Pikkari★bee,"A comedy about a mischievous boy. Each episode contains 2 stories. 
 
Based on a manga by Murotani Tsunezou. 
 
(Source: AniDB)","Adventure, Comedy, Kids"
543,Vampire Hunter D (2000),"The story revolves around D, the infamous ""dunpeal"" (born of a vampire father and a human mother) outcast and renowned vampire hunter. His prowess at hunting the creatures of the night allowing his acceptance among humans, he is called upon to locate Charlotte Elbourne, the lovely daughter of an affluent family who has been mysteriously kidnapped. 
 
When the sun sets, the hunt goes on! Charlotte's father offers a rich bounty, be she dead or alive, a task D willingly accepts, even with notorious Markus brothers and their gang of bounty hunters seeking the prize as well. Amidst the chase and unknown to all lurks, a sinister evil which has been secretly manipulating their every move and has set a chilling trap that none will expect and few will survive. With the tables turned and the secrets revealed, the hunters could quickly become the hunted! 
 
(Source: AniDB)","Action, Sci-Fi, Horror, Drama, Romance, Vampire, Fantasy"
40376,Terrace House x Craft Boss,"A Suntory advertisement featuring popular beverages (from the Craft Boss brand) as anime characters in their twenties. The ad is a collaboration with the latest season of the  Terrace House  reality TV show series, which follows the lives of three men and three women who live in the same house and get to know each each other.  
 
The first animated video introduces five of the six characters planned to feature in Suntory's ad campaign.  
 
(Source: ANN)",Slice of Life
3847,Sekai Meisaku Douwa: Hakuchou no Ouji,"A Japanese version of the tale with an evil wizard, a princess, the genie and of course no songs what so ever... Much more action and the characters are more complex and well developed. 
 
Based on a story found in both ""Tales of Hans Christian Andersen"" and ""Grimm's Fairy Tales.""",Fantasy
22361,Shichinin no Nana: Oshougatsu Da yo! 7 x 7 = 49-nin no Nana?,"Nana slacks off from studying by going to the shrine on New Year's day. 
 
Panic ensues when Nana discovers that the rest of the Nanas all show up at the same shrine. But things turn to worse when they find out that their New Year's money gets lost in the crowd. It didn't help their cause when they tried an inventive way to make more money. 
","Adventure, Comedy, Magic"
18703,Star Dust,"A misguided sci-fi tale of ecological police keeping space free from pollution in 2061. 
 
(Source: The Anime Encyclopedia)","Sci-Fi, Space"
4479,Shitsurakuen,"Longtime friends Erika and Akino have a difficult road ahead of them. One minute, they're basking in the warm summer air, and the next, they're sucked into a strange dimension. There, an army of mysterious soldiers declare that the two women are allies of an enemy nation and put them through all manner of perverse torture. But even if they could escape their captors, where could they run when they don't even know where they are?  
 
(Source: Mania.com) ",Hentai
11203,Hero Hero-kun,"It's a comedy about children in elementary school. 
","Adventure, Comedy, Game, Kids"
206,Lodoss-tou Senki: Eiyuu Kishi Den,"Five years after the death of the Emperor of Marmo in the War of Heroes, Parn is now the Free Knight of Lodoss, he and his old allies now famous through the land. However, the Emperor's right-hand man, Ashram, seeks the scepter of domination to re-unify Lodoss under his former leader's banner. Meanwhile, beyond his attempts at conquest lies a more sinister force beginning to set the stage for the resurrection of the goddess of death and destruction... 
 
(Source: ANN)","Action, Adventure, Drama, Magic, Romance, Fantasy"
15749,Chiisana Ojisan,This is the story of the main character living together with a mysterious mini middle-aged man.,Slice of Life
3531,Shinjin Tour Conductor,"Rina was working for a travel agency where she was in charge of the ""Onihime-mairi"" tour. She would be showing Matsusawa village, famous for its spiritual legends. Horror loving couples and groups would participate in a spooky day, and it seemed to be a fresh start for Rina. However, this tour was planned by the tour participants. In a lonely village in the mountains, the girls would be taken to new heights by the sexual desires of the men IN their group. Little did she know the spirits were controlling all of them.",Hentai
2071,Hana yori Dango (Movie),"Set in an alternative timeline to the TV series and manga, the movie features a classic Cinderella story told through the medium of 80's dance. Tsukushi Makino is a trainee dancer in a New York Performance group, struggling to become the star of the show with the help of Rui Hanazawa and Tsukasa Doumyouji. 
 
(Source: ANN)","Drama, Romance, Shoujo"
9630,Mini Sengoku Basara Two: Tsukiyo no Katakura-kun,"Random side-stories focusing on Kojuurou ""Right Eye of the Dragon"" Katakura in chibi form.","Comedy, Historical"
656,Air in Summer,"An extension of the summer-arc in the Air TV-series, showing more of what happened during Kanna's, Ryuya's and Uraha's journey to find Kanna's mother.","Romance, Supernatural, Comedy, Historical, Drama"
31414,Nijiiro Days,"Nijiiro Days  follows the colorful lives and romantic relationships of four high school boys—Natsuki Hashiba, a dreamer with delusions of love; Tomoya Matsunaga, a narcissistic playboy who has multiple girlfriends; Keiichi Katakura, a kinky sadist who always carries a whip; and Tsuyoshi Naoe, an otaku who has a cosplaying girlfriend. 
 
When his girlfriend unceremoniously dumps him on Christmas Eve, Natsuki breaks down in tears in the middle of the street and is offered tissues by a girl in a Santa Claus suit. He instantly falls in love with this girl, Anna Kobayakawa, who fortunately attends the same school as him. Natsuki's pursuit of Anna should have been simple and uneventful; however, much to his dismay, his nosy friends constantly meddle in his relationship, as they strive to succeed in their own endeavors of love. 
 
[Written by MAL Rewrite]","Comedy, Romance, School, Shoujo, Slice of Life"
2237,Rozen Maiden: Meitantei Kunkun - Duell Walzer,Extra animation from the PS2 game.,"Comedy, Mystery"
5190,Mujintou Monogatari XX,"This time around, nine survivors end up stranded on an island. A mystery explosion happens on the Island in a laboratory. Aoi and Shiori are amongst the survivors of six girls and three men. They are all isolated and stranded with no means of communication. These girls find out that the purpose of the laboratory is to transplant one's thoughts and emotions into the body of a victim. No one has come to rescue them and the beautiful girls are attacked one by one as they struggle for survival.",Hentai
12021,Poyopoyo Kansatsu Nikki,"Moe Sato is a young lady who finds a cat and starts taking care of him. Named Poyo due to his round shape, he quickly becomes a dear member of the Sato family.  
 
(Source: ANN) ","Slice of Life, Comedy, Seinen"
10999,Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,"The Raimon team has been invited by Fifth Sector strangely to a soccer camp. When they agree, things go out of hand since it was revealed that Fifth Sector wants to eliminate them once and for all on the island called God Eden. Now, the Raimon team needs to train harder to be able to show that they have the strength to fight back and prove Fifth Sector's doings wrong. 
 
(Source: Inazuma Eleven Wiki)","Sci-Fi, Sports, Super Power, Shounen"
2166,Doujin Work,"Doujin Work follows the life of a young girl named Najimi Osana and her exposure into the doujin world. She was first tempted into becoming a doujin artist after seeing how much one of her friends can make at a convention. Najimi loves to draw, though soon learns contrary to what she expected that this new world is anything but easy. As she attends more conventions and meets more people, Najimi eventually manages to find a group of very interesting friends. These friends already have some experience in the field and help her out along the way so that she can someday make a name for herself creating doujinshi. 
 
(Source: ANN)","Slice of Life, Comedy"
12729,High School DxD OVA,"#1: Oppai, Minorimasu! (Episode 13) 
A rumor is going about the school about how girls are disappearing and coming back ill and with their breast size decreased. 
 
#2: Oppai, Motomemasu! (Episode 14) 
While observing how the others do their jobs so they can do theirs better, Issei and Asia go with Rias to see if a coffin is cursed. During the investigation Issei is possessed by an Egyptian magician named Unas, It just so happens that Unas is just as perverted as Issei. Unas will only leave Issei's body if they can release Unas from the curse placed on him by a devil that Unas tried to make his bride.","Comedy, Demons, Ecchi, Romance, School"
30,Neon Genesis Evangelion,"In the year 2015, the world stands on the brink of destruction. Humanity's last hope lies in the hands of Nerv, a special agency under the United Nations, and their Evangelions, giant machines capable of defeating the Angels who herald Earth's ruin. Gendou Ikari, head of the organization, seeks compatible pilots who can synchronize with the Evangelions and realize their true potential. Aiding in this defensive endeavor are talented personnel Misato Katsuragi, Head of Tactical Operations, and Ritsuko Akagi, Chief Scientist. 
 
Face to face with his father for the first time in years, 14-year-old Shinji Ikari's average life is irreversibly changed when he is whisked away into the depths of Nerv, and into a harrowing new destiny—he must become the pilot of Evangelion Unit-01 with the fate of mankind on his shoulders. 
 
Written by Hideaki Anno,  Neon Genesis Evangelion  is a heroic tale of a young boy who will become a legend. But as this psychological drama unfolds, ancient secrets beneath the big picture begin to bubble to the surface... 
 
[Written by MAL Rewrite]","Action, Dementia, Drama, Mecha, Psychological, Sci-Fi"
30335,Portrait,Furukawa Taku film.,Dementia
36692,Senki Zesshou Symphogear AXZ: Senki Zesshou Shinai Symphogear,Original short episodes featuring characters in super-deformed style. Bundled with Blu-ray/DVD volumes 3 to 6 of the anime.,"Sci-Fi, Music, Slice of Life, Comedy"
39086,A Christmas Song,Music video for  A Christmas Song  by Monkey Majik in collaboration with Kazumasa Oda. It was released on the three-song album under the same name and features covers of other familiar Christmas songs.,Music
15137,Entotsuya Peroo,"Tale of the chimney sweep, Peroo. ",Kids
36949,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,"A dark age of cooking befalls Tootsuki Culinary Academy. With the Elite Ten's devastating coup d'état, Azami Nakiri is now the director of the prestigious school. Students must now conform to Azami's ideology of ""true gourmet food"" and are forbidden to express creativity, or else face expulsion. 
 
However, Souma Yukihira and the members of the Polar Star Dormitory refuse to accept these changes. Aided by other rebellious first-years, including the tenth seat, Erina Nakiri, Souma and his allies band together to fight off supporters of Azami's regime. But corrupt instructors and the menacing Central organization stand in their way, and so they must work together, harder than ever before, to survive every underhanded plot designed to banish them from the school. 
 
[Written by MAL Rewrite] 
","Ecchi, School, Shounen"
30343,Legend of the Moles: The Frozen Horror,,"Kids, Adventure, Fantasy"
21975,Sore Ike! Anpanman: Outa to Teasobi Tanoshii ne,,"Comedy, Fantasy, Kids"
38797,"Papa datte, Shitai","""There are Times I Cannot Hold It, Even If I'm a Father"" 
 
University student Asumi came to Naruse household to be a housekeeper for his part-time job. The family consists of a single-father and a son Ichika. Among them, the father Naruse is too sexy for Asumi!! Even if he is not gay, Asumi gets conscious of Keiichi, and when he noticed that Keiichi is sexually unsatisfied by noticing him watching adult video in his room, he would unconsciously get tempted to attack him…! ""Naruse-san, you're too sexy for a father with a child...!"" 
 
(Source: MAL News)","Shounen Ai, Yaoi"
3810,Mori no Youki na Kobito-tachi: Belfy to Lillibit,"This family-friendly series features a community of tiny forest pixies living in a quaint, old fashioned village. Kind-hearted Belfy, adventurous Lillibit, mischievous Napoleon and tiny Chuchuna have adventures with their friends and help out those around them. With the guidance of wise village elder Ronji, competent (but not always sober) Doctor Dokkorin, authoritative Mayor Maymond and Lillibit's hardworking parents Rock and Marla, the children learn lessons about kindness, friendship, courage, hard work, perseverance, following your dreams, standing up for what's right and rising up to face life's unexpected challenges.","Adventure, Fantasy, Comedy"
2754,Cleopatra D.C.,"The Cleopatra Corns Group, aka Cleopatra DC, is a powerful financial conglomerate controlling most of the United States economy, almost as powerful as the US government itself. At the top of the organization is the beautiful, smart and brave Ms. Cleo, the Group's young, talented Chairman. This is good--it means she can handle the repair bill when that airplane crashes into her bedroom. With stolen artifacts, corporate kidnappings, and top-secret cyborg projects gone awry, her luck only gets worse from there.  
 
(Source: ANN)","Action, Adventure, Sci-Fi"
29743,Buonomo,Follows living pasta characters.,Slice of Life
38451,Reizouko no Tsukenosuke!,A gag anime about foods in a refrigerator. The anime airs within the  Oha Suta  children's morning TV program and will receive a simultaneous manga serialization by Kazumata Oguri.,"Comedy, Kids, Parody"
9999,One Piece 3D: Mugiwara Chase,"According to Weekly Shonen Jump, 3D movies of One Piece and Toriko were announced to premiere on March 19th, 2011. One Piece 3D is an original story about the missing straw hat of Luffy. ","Action, Adventure, Comedy, Fantasy, Shounen"
18549,Sengoku Basara Movie: 4-Koma Gekijou - Another Last Party,Random side stories of Sengoku Basara characters in chibi form.,"Comedy, Historical"
34823,Souryo to Majiwaru Shikiyoku no Yoru ni...,"At a high school reunion, Mio Fukatani reunites with a classmate she has not seen in years—Takahide Kujou. She had always wanted to know more about the kind-hearted boy in high school, but once she realizes that Kujou has become a monk, she believes that any chance of getting to know him romantically is slim. Deciding to drink away her sorrows, she ends up walking home drunk, and surprisingly, running into Kujou who helps her get home. 
 
However, once inside, Kujou's lust for Mio becomes apparent and the two share an erotic night of passion. As this steamy romance blossoms between these two unlikely lovers, Mio and Kujou will undoubtedly spend many nights together in utter ecstasy. 
 
[Written by MAL Rewrite]","Drama, Ecchi, Romance"
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,"The rare and inexplicable Puberty Syndrome is thought of as a myth. It is a rare disease which only affects teenagers, and its symptoms are so supernatural that hardly anyone recognizes it as a legitimate occurrence. However, high school student Sakuta Azusagawa knows from personal experience that it is very much real, and happens to be quite prevalent in his school. 
 
Mai Sakurajima is a third-year high school student who gained fame in her youth as a child actress, but recently halted her promising career for reasons unknown to the public. With an air of unapproachability, she is well known throughout the school, but none dare interact with her—that is until Sakuta sees her wandering the library in a bunny girl costume. Despite the getup, no one seems to notice her, and after confronting her, he realizes that she is another victim of Puberty Syndrome. As Sakuta tries to help Mai through her predicament, his actions bring him into contact with more girls afflicted with the elusive disease. 
 
[Written by MAL Rewrite]","Comedy, Romance, School, Supernatural"
38667,W'z Special,Unaired episode bundled with the first Blu-ray/DVD volume of  W'z .,"Action, Music"
29423,En En Nikoli,Nikoli-chan is a curious and a crybaby. She explores the places surrounding her home but if she doesn't get her way she throws a tantrum.,"Adventure, Music, Kids"
40088,Nu Sheng Su She Ri Chang Di 2 Ji,,
2396,Milk Junkie: Shimai-hen,"Wataru is a young man who moves into an apartment next to Tomoka and Fumie Fusono, two voluptuous sisters who used to know him when he was a shy child. Now Wataru is all grown up, and the Fusono sisters are ready to take full advantage of that fact. 
 
(Source: ANN)",Hentai
35732,Paper Moon,Music video for  Paper Moon  by Metome.,"Music, Dementia"
7453,AIKa Zero Picture Drama,Short specials added to DVDs and Blu-rays.,Ecchi
4003,Dream Hunter Rem,"Rem is an ordinary woman in our world but, in the world of dreams, she becomes a dream warrior, defending humanity from the evils there. When dream demons reach the waking world, she fights them with the help of her pets which transform into a tiger and wolf.","Mystery, Magic, Ecchi"
40477,Curry Meshi x Zombieland Saga,"A special collaboration between Nissin Foods'  Curry Meshi  instant curry rice brand and the TV anime  Zombieland Saga . A special themed box set with a music CD, artwork, and six curries will be sold for a limited time.","Music, Supernatural"
526,Boku no Chikyuu wo Mamotte,"Alice Sakaguchi once dreamt that she is another person living on the moon. The dream is so strange and so real that Alice can't stop thinking about it. She finds out that some of her classmates are having the same kind of dream. They soon discover that they had been seeing flashes of their past lives as a team of scientists on the moon. Alice and her friends then decide to find the other members and piece together what took place back then. Complications arise when they realize that everything that happened in their previous existence continue to haunt and affect their present lives.  
 
(Source: ANN)","Drama, Sci-Fi, Shoujo"
17969,Tanken Driland: 1000-nen no Mahou,"1,000 years after Princess Mikoto's era, all hunters have been sealed into cards due to a certain incident in the past. Adventurous boy Hagan becomes the key to freeing these sealed hunters, and travels along with his friends to find these cards, sometimes facing treacherous battles. 
 
(Source: ANN)","Adventure, Fantasy"
23177,Piano (TV) Specials,"Episodes 4.5, 6.5, 8.5 and 10.5 from the DVD release, in which Miu thinks about the events from the previous episode.","Music, Slice of Life, Drama, Romance, Shoujo"
39526,Sakuramiya Shimai no Netorare Kiroku,,Hentai
3711,After... The Animation,Young boy gets involved with the teacher and classmates.,"Hentai, School"
30928,Tobidashi wa Abunaizo! Mushi Mushi Mura no Koutsuu Anzen,An educational film about traffic safety starring insects. This film talks about more advanced traffic safety rules.,"Drama, Kids"
40403,Shin Sakura Taisen the Animation,,"Sci-Fi, Adventure, Mecha, Shounen"
40057,Akai Hana Shiroi Hana,Akai Hana Shiroi Hana  was a song was originally created in 1970 and has been covered many times such as this minimalist  Minna no Uta  music video. Other anime notable instances that cover the song include the 12th ED of  Sora no Otoshimono  and as Mio's folk song in  Dororo .,"Music, Kids"
29379,Form of Stress,"Bowda Katsuhi's independent work, again featuring another prototype of Pulta for the Robot Pulta anime when he was hired by the NHK. ",Mecha
175,Tokyo Underground,"Under the capital city of Tokyo, Japan, there exists a large, vast, and unknown world known as Underground. There, people known as Elemental Users exist; people who have the ability to control the elements: Fire, Water, Lightning, Magnetism, Freeze, etc. Meet Rumina Asagi and his best friend Ginnosuke Isuzu, two average high school freshmen who reside in Tokyo. When they meet Gravity User, Chelsea Rorec, and the Miko of Life, Ruri Sarasa, their whole lives change into one big adventure. 
 
(Source: ANN)","Action, Adventure, Romance, Sci-Fi, Shounen, Super Power"
992,Dual! Parallel Lun-Lun Monogatari,"Kazuki Yotsuga is your regular average nerd in high-school, except he isn't smart. He has this website which relates to his visions that only he can see. His vision's are about robots who keep fighting each other battle after battle. One day he is sent to a, ""parallel world"" where these visions exist and he joins a company to fight back against the devious RaRa, who want to take over the world.  
 
(Source: ANN)","Action, Sci-Fi, Harem, Comedy, Mecha, Shounen"
40621,Shimajirou to Sora Tobu Fune,,Kids
38999,Watashi ni Tenshi ga Maiorita! Special,Special bonus episode included on the third Blu-ray volume of  Watashi ni Tenshi ga Maiorita! . ,"Slice of Life, Comedy, Shoujo Ai"
11001,Toshokan Sensou: Kakumei no Tsubasa,"Kasahara Iku and Dojo Atsushi receive an emergency recall in the middle of their date as Japan is rocked by a terror attack. Their new duty is a protection detail assigned to Touma Kurato, an author. Meanwhile, the relationship between Librarians and the Media Purity Committee is also worsening. ","Action, Comedy, Military, Romance"
32379,Berserk,"Now branded for death and destined to be hunted by demons until the day he dies, Guts embarks on a journey to defy such a gruesome fate, as waves of beasts relentlessly pursue him. Steeling his resolve, he takes up the monstrous blade Dragonslayer and vows to exact vengeance on the one responsible, hunting down the very man he once looked up to and considered a friend. 
 
Along the way, he encounters some unlikely allies, such as a small elf named Puck, and Isidro, a young thief looking to learn swordsmanship from the former mercenary. As the ragtag group slowly comes together after having decided to join Guts in his quest, they will face incredible danger unlike anything they have ever experienced before. 
 
[Written by MAL Rewrite]","Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural"
294,Divergence Eve,"In the 24th Century, Intergalactic Space Travel has become a reality. One of the first outposts in the far reaches of space is WATCHER'S NEST - an inflation hole drive portal - which has recently come under attack by a mysterious force known simply as GHOUL... A group of young female cadets assigned to the portal are unexpectedly thrown into a hornet's nest of trouble as they finalize their training to become an elite pilot in the Seraphim Squadron. 
 
(Source: DVD Collection Back Cover)","Adventure, Comedy, Drama, Mecha, Military, Sci-Fi, Space"
117,El Hazard: The Magnificent World,"When Makoto Mizuhara discovers an old monument in his school and awakens a beautiful woman he, his teacher, his worst enemy and one of his female friends is transported to the magnificent world of El Hazard. There they discovers that they have received special powers. Makoto and his teacher Fujisawa land in a jungle and save a princess from very large bugs. Makoto's friend Nanami lands in a desert. And Makoto's rival, Jinnai, lands in the middle of the bug's kingdom and becomes their general, plotting to destroy Makoto and his new friends. After  having his attacks repelled by Makoto several times, Jinnai learns about an ultimate weapon, the demon Ifurita. Everyone sets out to find it, and when they do Makoto learns that she is the same woman that sent them to El Hazard. But the one gaining control of her is Jinnai. 
 
(Source: ANN)","Adventure, Comedy, Fantasy, Romance"
38004,Strike Witches: 501 Butai Hasshin Shimasu!,"Yoshika Miyafuji joins the 501st Joint Fighter Wing, a defense unit specializing in taking down alien beings known as the Neuroi. However, in days of no invasion, she and the members of the unit are taking down day to day tasks like cooking and laundry. 
 
(Source: MAL News)","Comedy, Military, Sci-Fi, Shounen"
17699,Toriko Movie: Bishokushin no Special Menu,"The new Toriko movie, planned for Summer 2013.","Action, Adventure, Fantasy, Shounen"
33826,Neko no Kuni no Kenpou,An educational film about the formation of the Constitution of Japan simplified extremely under the guise of a country of cats meant for a young audience.,Historical
12439,"Soukou Kihei Votoms Vol.I: Stories of the ""A.T.Votoms""",Recap special.,"Action, Military, Sci-Fi, Drama, Mecha"
35972,Fairy Tail: Final Series,"Although Fairy Tail has been disbanded and its members are now spread far across Fiore, Natsu Dragneel hasn't given up on reuniting the guild he and others once called home. Along with his companions Happy and Lucy Heartfilia, he will stop at nothing to keep Fairy Tail and its fiery spirit alive even as they face their most difficult trial yet—the invasion of Fiore by the Alvarez Empire's immense army and their all-too-familiar ruler. 
 
[Written by MAL Rewrite]","Action, Adventure, Comedy, Magic, Fantasy, Shounen"
4999,Asu no Yoichi!,"Yoichi Karasuma has spent all of his life in the mountains, training in the Soaring Wind, Divine Wind swordsmanship style. Under his father’s guidance, he is able to master the technique at the age of 17. With nothing left to learn, Yoichi is sent to a new dojo located in the city so he can continue to train and gain an understanding of modern society. 
 
Unfortunately, Yoichi has no idea how to act or speak to anyone in the present day and acts like a samurai, complete with odd speech and traditional clothing. As he goes to live with the Ikaruga sisters at the dojo, Yoichi, clueless on how to interact with others, is constantly hurtled in hilarious misunderstandings.  Asu no Yoichi!  follows Yoichi as he stumbles through his new life and tries to learn how to live in the modern world with his new family. 
 
[Written by MAL Rewrite]","Harem, Comedy, Romance, Ecchi, Martial Arts, Shounen"
29539,Hello Kitty no Minna no Tanoshii Natsuyasumi,Kitty and Mimmy go to the south islands for summer vacation. There they meet an old man that seems familiar (aka Santa-san). Will the old man's secret be found out?,"Kids, Fantasy"
35745,40-shuunen da yo!! Coro Coro All-Star Shougakkou,Created In celebration of the 40th anniversary of the founding of Coro Coro Comics. The anime brings together many famous Coro Coro Comics characters. It takes place in an elementary school the characters attend.,"Comedy, School"
28617,Punch Line,"After escaping a bus hijacking with the help of masked superhero Strange Juice, Yuuta Iridatsu finds his soul separated from his body and in the care of a perverse cat spirit, Chiranosuke. As a spirit, Yuuta wanders around his residence, the Korai House, aiming to regain his body and observe the other residents: Meika Daihatsu, a genius inventor; Mikatan Narugino, a cheerful idol; Ito Hikiotani, a shut-in NEET; and Rabura Chichibu, a spiritual medium. After catching a glimpse of Narugino's undergarments, Chiranosuke reveals to Yuuta that he becomes exponentially stronger upon seeing panties. However, if he sees another pair while he is still a spirit, his power will cause an asteroid to crash into the earth, ending the world and killing his friends. 
 
 Punch Line  follows Yuuta as he unravels the mysteries surrounding Korai House, its residents, and a villainous organization attempting to end the world. Will Yuuta be able to save everyone, or will the ever-present threat of panties result in their doom? 
 
[Written by MAL Rewrite]","Comedy, Ecchi, Sci-Fi, Super Power, Supernatural"
17843,Inferno Cop: Fact Files,"There are 12 companion pieces in the forms of ""Fact Files"" (which expand upon a given character from a corresponding episode) airing shortly after each episode. ","Action, Comedy, Police"
35204,The King of Fighters: Destiny,CG anime adaptation of  The King of Fighters  fighting game franchise.,"Action, Adventure, Drama, Martial Arts, Romance"
1181,Hikyou Tanken Fam & Ihrlie,"Fam and Ihrie are willing to do almost anything to make a buck. So when these debt-driven damsels discover the potential profits to be hand in recovering a particularly dangerous mystical object, it means mortal peril for an entire civilization. 
 
There's no guarantee that they'll live long enough to squander the fabulous wealth they've been promised, and danger lurks around every turn as they cross dark seas in pursuit of legendary evil. Haunted by an unspeakable curse, plagued by doomsday prophecies, plotted against by untrustworthy traveling companions and looked in desperate race to gain the Ultimate Power, Fam and Ihrie are the Ruin Explorers! 
 
(Source: AniDB)","Action, Adventure, Comedy, Fantasy, Magic"
16866,Tonari no Kaibutsu-kun: Tonari no Gokudou-kun,The characters of  Tonari no Kaibutsu-kun  return for an anime original story in a parallel universe.,"Comedy, Historical, Romance, Shoujo"
8101,HenSemi,"Matsutaka Nanako is a normal university student, who happened to enroll in an Abnormal Physiology seminar. She tries to keep her mental state sound, but other abnormal classmates start to influence her personality... 
 
(Source: MU)","Comedy, Ecchi, Seinen"
