Anime_Id,Anime_Title,Anime_Synopsis,Anime_Genre
1257,Saint Seiya: Meiou Hades Juuni Kyuu-hen,"Hades is planning to take over the world, to achieve that goal, he sends out deceased Gold Saints to take Athena's head. Seiya and the other Bronze Saints come to help but their help isn't appreciated by the remaining Gold Saints that are still alive.  
 
(Source: ANN)","Adventure, Sci-Fi, Shounen"
3136,Ochamegami Monogatari: Korokoro Pollon,"Anime about the funny lives of the Greek gods up on Mount Olympus. Polon is the naughty daughter of Apollo. With her little cherub friend Eros, she interferes in various comical ways as she tries to show that she is fit to be a goddess. Her activities often misfire, getting her in trouble with some deity or other and causing chaos for gods and humans. Feeling neglected by her godly parent, she often assists him in his woman-chasing in the hopes of getting a new mommy.","Parody, Magic, Comedy"
39090,Fushouji no Mizen Boushi: Saihatsu Boushi Series,"A 2-disc OVA series created for businesses under the supervision of two lawyers. It's main goal is to be a scandal prevention tool. The focus is scandals in a work environment, as in how they happen and how supervisors are to handle the situation.  
 
Disc 1 covers voyeurism (mainly taking up-skirt photos of school girls in public places), stalking, drunk driving, and illegal drug use.  
 
Disc 2 handles embezzlement, IP theft, and maternity harassment/pregnancy discrimination (a common issue in Japan where women are bullied into quitting when seeking maternity leave. Some women receive this harassment in the form of being passed over for promotions even when not pregnant/without kids because they might one day become pregnant in the future).  
 
Some topics deal cover two versions of the issue. Such as IP theft on purpose (someone selling company information) and IP theft by accident (losing a USB full of data on a train with company information).",Drama
34815,Ningyohime,A stop-motion film adaptation of Hans Christian Andersen's  The Little Mermaid .,"Kids, Fantasy"
6591,Rurouni Kenshin DVD-BOX Special Ending,The last scene of the 10 Years Special DVD BOX released in Japan in 2007. Follows the manga's ending.,"Historical, Romance"
9312,Mofukuzuma,"Honami's husband, an older man named Satoshi, died in their honeymoon. Honami's dream for a happy family with him is crushed but that's not all the trouble she has to face. Satoshi's sister, Kayoko, sees Honami as responsible for his death and believes that she killed him so she can inherit his fortune. Now she plans on taking revenge and driving Honami away. Manabu, who was raised by Kayoko now finds himself pushed to help her on her revenge but Honami is still dedicated on fulfilling Satoshi's family dream with what is left from his family even if she has to take Kayoko's hate. 
",Hentai
23637,Kobito to Ao Mushi,"A musical movie about a tiny village with tiny people. A tiny child fed a starving caterpillar his last rice cake. There was a race held soon after to determine who the king will be. The caterpillar had become a butterfly and as a thank you, pulled the tiny child's race car.","Kids, Music"
38125,Zhu Zhu Xia: Bian Shen Zhandu,The Kung Fu Team was endowed with the transformation power of the 5 elements. The Fairy World is in danger again and together they must combine the 5 elements to defeat evil.,"Sci-Fi, Super Power, Kids, Martial Arts"
39449,Tamayura no Yume,"A girl is informed by her doctor that she is pregnant. Surprised by the unexpected announcement, falls into an anguish. The fleeting dream is a despairing dream. 
 
(Source: Geidai Animation)","Psychological, Drama"
39696,Niigata no Edamame-ou Shiba,"A  Mameshiba  collaboration with the Niigata prefecture. The prefecture produces the most edamame commercially in Japan as well as leading agriculture genetic research for new strains. It makes them the ""king of edamame"" and in this short King Edamame Shiba speaks about all the greatness of Niigata edamame. All three episodes use the same animation but they contain vastly different dialogue, as the Mameshiba franchise's main purpose is trivia.",Kids
2604,Sky Girls,"In the near future, Earth is at war with aliens called Worms. The war leaves the population of Earth decimated, with young men the main casualties. The Worms were beaten back but their re-emergence heralds the creation of a mecha unit called the Sonic Divers, piloted by 3 young girls to counter this threat.","Mecha, Military, Sci-Fi"
1572,Jungle Taitei,"Leo the white lion was born on an ocean liner that crashed on the shores of a bustling city, where he spent his childhood learning the language and customs of humans. But something was missing. In search of his family, home, and a place to truly belong, Leo traveled back to Africa and began his journey to become the King of the Jungle. 
 
Leo's adventure centers around finding peace between the animals and humans who live in his African home, often competing for space and resources. As he grows, Leo must survive both the area's harsh environment, dangers from other animals, and humans who hunt lions like him for sport. Only communication and mutual understanding can end the fighting, and Leo's knowledge of human culture may be just what the jungle needed. 
 
 Jungle Taitei  is the epic story of a young lion's struggles to survive in a dangerous land.","Adventure, Kids, Shounen"
36182,Abstract feat. Alkama,"Abstract stop-motion short film using ""lightning doodles"" by Tochka.",Dementia
19021,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,"Summary of the first season of the show, as seen from Rikka's perspective with new elements.","Comedy, Drama, Romance, School, Slice of Life"
25329,Sensuikan ni Koi wo Shita Kujira no Hanashi,,Kids
5244,Aria The Natural: Sono Futatabi Deaeru Kiseki ni...,"Short episode entitled ""A Miracle Of Us Being Able To Meet Again"", which can be also considered as ""Aria the Natural"" episode 0.","Fantasy, Sci-Fi, Shounen, Slice of Life"
40286,Relationship Scramble feat. Hatsune Miku,Music video by DECO*27.,"Music, Romance"
39629,Aihime Megohime,,"Historical, Fantasy"
37994,B: The Beginning 2,Second season of  B: The Beginning .,"Action, Mystery, Police, Psychological, Supernatural, Thriller"
39364,So-na-gi,"A little girl always plays on the stepping stones in the brook. A shy little boy hovers around her unable to ask her that he wishes to be alone. Suddenly, it rains and they seek shelter together, which brings them closer.","Drama, Romance"
19731,Osamu to Musashi,"The animation was produced for the Tezuka Osamu Manga Museum, thus it features scenes from the ""life and nature"" of Tezuka Osamu's childhood, themes that are central to the museum as a whole, through exchanges between the boy Osamu and the carabid beetle (Osamushi) who provided the origin for the artist's name. 
 
(Source: tezukaosamu.net)","Adventure, Fantasy, Kids"
22641,Kero Kero Keroppi no Bikkuri! Obakeyashiki,Keroppi receives a letter from a friend who is scared of an abandoned house in his new town. He and the gang go and visit him to help him feel more comfortable and overcome his fears. While exploring the house they run into some robbers and an apparition that doesn't seem to be what it is. ,"Kids, Supernatural"
38010,Kaeru Ouji to Imomushi Henry,"The story centers on a frog prince cursed by a witch and his servant, a caterpillar named Henry. 
 
(Source: ANN)","Comedy, Magic, Fantasy"
12503,Mirai Nikki (TV): Ura Mirai Nikki,"Unaired ""Ura Mirai Nikki"" anime (the short episodes of Mur Mur inserted at the end of the main episodes) included in the Mirai Nikki Blu-rays.","Action, Comedy, Supernatural"
5957,Nyoro-n Churuya-san,"An anime adaptation of the 4-panel strip manga release: Nyoron Churuya-san. Based on Suzumiya Haruhi's energetic and 'always up to go' character, Tsuruya. 
 
Churuya is a girl with a strong passion for smoked cheese. But Kyon and the rest of the crew know this, and they make use of the weakness. They make her do all kinds of things with smoked cheese as a possible reward. But Churuya isn't aware of this evil plot, thus she maintains the effort for the sake of cheese. Each day is a struggle to get the beloved smoked cheese, but it's much harder than she could ever imagine!",Comedy
1710,Rockman.EXE,"In the year of 20XX, a young boy by the name of Netto Hikari receives a very special gift as he enters the 5th grade. His very own customized net navi, Rockman! Despite Rockman's small size and far more responsible personality, the two boys quickly become the best of friends. A net navi is designed to guide his operator from the inside of his or her PErsonal Terminal, or simply PET for short. Children and adults alike enjoy friendly ""Net Battles"", where they spar their navis against each other to prove their worth.  
  
(Source: Official Site)","Action, Game, Sci-Fi, Adventure, Comedy, Mecha, Shounen"
241,Girls Bravo: First Season,"Small for his age, Yukinari has been bullied and abused by girls all his life. Now in high school, he has developed a rare condition: whenever girls touch him, or even come close, he breaks out in hives. Imagine his surprise, when he is suddenly transported to the city of Seiren on a mystic world invisibly orbiting the Earth, and populated with vast numbers of women and very few men. Fortunately, he has a new friend, Miharu-chan, whose touch inexplicably doesn't affect him. 
 
(Source: ANN)","Harem, Comedy, Romance, Ecchi, Fantasy, School, Shounen"
34602,Guomin Laogong Dai Huijia,"Lu Jin Nian and Qiao An Hao were not married by choice. On the first day of their wedding night, Qiao An Hao made three rules regarding their marriage. One, you are not allowed to touch me. Two, you are not allowed to announce publicly that I'm your wife. Three, you are not allowed to say that we are living together. 
 
(Source: MU)","Drama, Romance, School"
26323,Hitotsu no Hana,"Based on a book of the same name. 
 
An educational film about the food shortage during the Pacific War.","Drama, Historical, Kids"
1775,Jikuu Tenshou Nazca,"Miura Kyoji, a dedicated kendo student, discovers that his shisho (master) Tate Masanari is a reincarnated Incan warrior named Yawaru who wishes to destroy the world to purify it. Kyoji himself is the warrior Bilka, who foiled Yawaru's plans in their previous lives. Yawaru gathers other awakened spirits to release the powers of nature. Now Kyoji must wrestle with his own fate and decide if he is merely a vessel for the reincarnated soul or if he is truly Miura Kyoji and which will be better able to save the world and the future as he knows it.  
 
(Source: ANN)","Action, Adventure, Drama, Magic, Fantasy"
23269,Hello!! Kiniro Mosaic,Second season of  Kiniro Mosaic .,"Slice of Life, Comedy, School, Seinen"
32202,Kimi ni Maji Kyun!,"Full chorus animation and situational anime bundled as a DVD with the ""Kimi ni Maji Kyun!"" CD release.","Magic, Music, Romance, School"
4452,Hoshikuzu Paradise,"After his mother passed away, high school student Hiroshi Houshou's long lost father suddenly reappears, along with two new family members: a new mother who is also a famous actress, and her daughter, the popular and beautiful idol singer Rina Yuuki. 
 
(Source: ANN)","Comedy, Romance"
38323,Te no Naka no Mahou,"Hands are magical. You can draw with them, grasp the reigns of a carousal, and reach out to be called up.","Music, Kids"
10080,Kami nomi zo Shiru Sekai II,"Keima Katsuragi, the ""God of Conquest,"" returns to his quest of expelling runaway spirits that have possessed the hearts of women. Still stuck in his contract with the demon Elsie, he must continue to utilize the knowledge he has gained from mastering multitudes of dating simulators and chase out the phantoms that reside within by capturing the hearts of that which he hates most: three-dimensional girls. 
 
However, the God of Conquest has his work cut out for him. From exorcising karate practitioners and student teachers to the arrival of Elsie's best friend from Hell, he is up against a wide array of girls that will test his wit and may even take him by surprise. Though he would much rather stick to the world of 2D, he is trapped in lousy reality, and so Keima must trudge forward in his conquest of love. 
 
[Written by MAL Rewrite]","Comedy, Harem, Romance, Shounen, Supernatural"
35096,Hiroshima no Uta,"17 years after the bomb was dropped on Hiroshima, mourning lanterns are released for spirits along the river. This story tells of a woman recounting the city when she was a girl living through it.","Drama, Historical"
39393,Marine Mirage,"Famous Japanese creators challenge the possibilities of Marine-chan（the famous character of ""Umimonogatari""). Co-Making brand new digital idol ""iMarine-chan"", original song and music video with Users. We put several meaning into ""i"" of iMarine, such as infinity, icon, internet, imagination, innovation, ideal and I. 
 
(Source: Official YouTube channel)",Music
6844,Osaru no Sankichi: Boukuusen,Monkeys battle polar bears in air combat.  Short film from 1942.,Military
4561,Zoku Gosenzo San'e,"A direct sequel, continuing about nine months after the first season ends. ","Hentai, Vampire"
38796,B.O.Y.,Music video for  B.O.Y.  by Koji Nakamura.,Music
2037,Hime-chan no Ribbon,"Erika, the princess of the Magic Kingdom has come to Earth in order to find a human girl who looks just like her. That girl turns out to be Himeko Nonohara, a tomboy's tomboy. Erika must give Himeko a magical item she has created in order to prove her worth as a successor to the crown. Himeko must test this item, a hair ribbon that allows her to transform into any other person she sees, to see if it is worthy. The series follows Himeko's adventures and her budding romance with Daichi, the boy who discovers her secret. 
 
(Source: ANN)","Comedy, Fantasy, Magic, Romance, School, Shoujo"
11511,Evidence,"Second single release from Daisy x Daisy featuring intro theme of anime series  Fairy Tail . Includes illustrations and a DVD with music video of ""Boei Honno"". 
 
(Source: cdjapan.co.jp)",Music
33811,Teekyuu 8,Eighth season of the  Teekyuu  anime series.,"Comedy, Sports, Shounen"
5849,Zettai Karen Children: Oobanburumai! Natsuko to Hotaru no B.A.B.E.L. Tsuushin,"A recap special (episode 39.5) of Zettai Karen Children. 
 
Narrated by ""The Double Face"" (Nowaki Hotaru and Tokiwa Natsuko), the episode introduces all the characters in B.A.B.E.L. with their abilities and roles etc. It also shows various facilities and places in B.A.B.E.L that have appeared in the story.","Action, Comedy, Supernatural, Shounen"
36782,Kakuchou Shoujo-kei Trinary: Ex.MV,Extra music videos of  Kakuchou Shoujo-kei Trinary  with unique footage. Each one focuses on a single heroine who also sings the featured song. ,"Sci-Fi, Music"
85,Mobile Suit Zeta Gundam,"It is Universal Century 0087, and the One Year War between the Earth Federation and Principality of Zeon is over. The Earth Federation has created an elite task force, known as the Titans, who are responsible for hunting the remaining Zeon forces. However, the power-hungry Titans have shown themselves to be no better than Zeon, spurring the creation of a rebellious faction called the Anti-Earth Union Group (AEUG). 
  
17-year-old Kamille Bidan lives in the colony Green Noa, home to a Titan base. Kamille gets in trouble after assaulting a Titan officer, an event that coincides with an attack led by former Zeon ace Char Aznable, now known as AEUG pilot Quattro Bajeena. When Kamille steals a Titan's prototype Gundam, he soon finds himself in the middle of the dangerous conflict. 
 
[Written by MAL Rewrite]","Military, Sci-Fi, Space, Drama, Romance, Mecha"
2275,Saishuu Chikan Densha,"In a crowded train, strangers are likely to end up being too close for comfort. But for some people, being too close is a comfort. When a poor conductor witnesses the bizarre yet inviting ritual of anonymous train sex, he jumps on the opportunity to turn it into a business. Every night after the midnight train ends its route, he turns it into a rolling bordello. Get ready to climb aboard... the sleazy train is coming.  
 
(Source: ANN) ",Hentai
34346,Pig: Oka no Ue no Dam Keeper,"Pig lives at the top of a hill in a town surrounded by a destructive, dark cloud. Before Pig's father leaves to find a solution to the cloud, he builds Pig a small wooden dam to protect him and the town. The dam's windmill keeps the cloud at bay, and Pig now has the responsibility to care for the dam. Young and alone, Pig finds love and family through his friendship with Fox, and continues to care for the townsfolk in a variety of ways. However, Pig struggles with the absence of his father, and his desire to search for his father competes with his need to keep the town safe. 
 
(Source: ANN)",Fantasy
33773,Spy Penguin (ONA): White Christmas,A Christmas special side story of the  Spy Penguin  ONA series.,"Adventure, Fantasy"
37860,Free!: Take Your Marks: Character Butai Aisatsu,Character Stage Greeting Manner Special's shown before main movie. Later included on the movie Blu-ray and DVD release.,Comedy
1015,Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,"On her day off, Tessa wakes up in her commander chair. After regaining her composure, she notices that her favorite stuffed animal is missing and thus tries to remember what actually transpired the night before. To do so, she will spend time with all the main characters of the Danaan crew, and eventually recalls the events of the previous night. 
 
[Written by MAL Rewrite]",Comedy
7276,Natsumushi The Animation,"A young man discovers the true erotic touch with it he can tease almost reaching orgasm on any woman, so he decides to use it on his chosen target with some interesting results. 
 
(Source: ANN)",Hentai
32151,Senki Zesshou Symphogear GX: Senki Zesshou Shinai Symphogear,Original short episodes featuring characters in super-deformed style.,"Sci-Fi, Music, Slice of Life, Comedy"
11995,Guilstein,"The theatrical anime film is a full digital (3-D) action/horror film based on a manga by Tamaki Hisao, best known to Western fans for his manga adaptation of Star Wars: A New Hope. Characters were designed by Yasushi Nirasawa, a well acclaimed maker of creature action figures. Monkey Punch (Lupin III creator) served as the film's script superviser. Set in the year 2088, it depicts a dark future in which humans have been transformed into the ""Guilstein,"" creatures with no human souls in them... 
 
(Source: AniDB)","Action, Horror, Sci-Fi"
8310,Magic Kaito,"Magic is not real—everyone knows that. When performed by a true expert, however, magic possesses the ability to amaze and wonder its audience. Kaito Kuroba, son of world-famous stage magician Touichi Kuroba, is no stranger to this fact. Well-versed in the arts of deception and misdirection, Kaito frequently disrupts the lives of those around him with flashy tricks and pranks. But when Kaito accidentally stumbles upon a hidden passage in his home, he discovers a secret that may well have been the cause of his father's death eight years ago—the dove-white outfit of Kid the Phantom Thief. Wanting to find out more about his father, Kaito dons the outfit and searches for the Pandora Gem that is said to grant immortality. However, he is not the only one after the gem—the organization responsible for his father's death is also hot on his tail! 
 
 Magic Kaito  follows the rebirth of Kaitou Kid, phantom thief of the night. Utilizing his dummies, disguises, and signature card gun, Kaito sets out to steal the world's most precious jewels, uncovering the truth behind his father's death and the rumored Pandora Gem along the way. 
 
[Written by MAL Rewrite]","Adventure, Comedy, Romance, Shounen"
38794,Summer Rich,"Music video for  Summer Rich (feat. Hitomitoi)  by band Dorian for their album ""Studio Vacation.""",Music
118,El Hazard 2: The Magnificent World,"Continuing the from OVAs; When Fujisawa, suffering from cold feet, leaves Miz at the altar, an enraged Priestess drafts Makoto and friends to go find him. In the couse of locating the hapless (and gutless) teacher, they find another Ifurita. Meanwhile Jinnai and Diva searching for a new Bugrom homeland stumble upon another yet another Demon God, the impish Kalia. However, unlike Ifurita she has a mind, and a mission, of her own...  
 
(Source: ANN)","Adventure, Comedy, Fantasy"
38622,Aware! Meisaku-kun: Ito-Yokado no Randsell,A collaboration between  Aware! Meisaku-kun  and the general merchandise store company  Ito-Yokado . It promotes the latter's randsell selection by starting the episode with the principal yelling at the kids as to why they're coming to school without backpacks. The web-commercial was posted to  Aware! Meisaku-kun 's official YouTube channel for a limited time and could be watched at the TV screens near the cash registers at each Ito-Yokado store a few days after.,"Comedy, Kids, Parody, School"
8634,Koisuru Boukun,"Tetsuhiro Morinaga is in love with his upperclassman Souichi Tatsumi. He even manages to confess his love. Too bad it turns out that Tatsumi is an aggressive, self-centered, and outspoken homophobe. 
 
Yet somehow Tetsuhiro managed to fall in love with Tatsumi, the “walking personality disorder,” who is the kind of man who declares that all gay men should be wiped off the face of the planet.  
 
An unfortunate accident with an aphrodisiac drug brings the two men physically together against Souichi’s will. The experience has a life-changing effect on both men. But will it ultimately bring them closer, or drive them apart?","Comedy, Romance, Yaoi"
4085,Yonimo Osoroshii Grimm Douwa,"The truth behind the well-known Grimm's Tales is cruel and full of blood and lust! 
 
Episode 1: ""Hansel & Gretel"": Two brothers lost in the woods were actually criminals... 
 
Episode 2: ""The Blue Beard"": The true character of the Blue Beard was a cannibal who was unable to tolerate his wife's adultery.  
 
Episode 3: ""Cinderella"": Actually Cinderella had abnormal affections toward the prince.","Dementia, Horror, Psychological"
36840,25-sai no Joshikousei,"Once most students are done with high school, they leave and never come back. However, at 25 years old, Hana Natori  finds herself in the role of a student once more at her aunt's request.  
 
Since Hana's cousin, Kaho Miyoshi, refuses to go to school, her aunt begs Hana to take Kaho's place, since the two of them are practically identical. But as luck would have it, she is recognized by Okito Kanie—an old classmate from her days in high school—who is now a teacher! With her cover blown, Hana assumes Kanie will expose her secret. But when he suddenly kisses her, she soon learns he has other ideas. 
 
[Written by MAL Rewrite]","Ecchi, Romance, School"
495,Bakuretsu Hunters,"In the continent of spooner, sorcerers, who are the continent's aristocrats, have begun to abuse their powers. Under the guidance of Big Momma (their boss) Carrot (who turns into a giant monster every time he's placed under a magic spell), Gateau (a bodybuilder), Marron (a mage), Chocolate and Tira (who can transform into dominatrix's at will) must stop the evil sorcerers from picking on the weak; however, none of them (except maybe Marron) have a clue to what's going on.  
 
(Source: ANN)","Adventure, Comedy, Ecchi, Fantasy, Magic, Shounen, Supernatural"
29970,Yell,Music video for the song by Ikimonogakari that was featured on NHK's Minna no Uta program.,"Music, Kids"
14893,"Dakara Boku wa, H ga Dekinai.: Mie Sugi! Mizugi Contest","With their school's pool opening the next day, Iria schemes up the idea to hold a swimsuit contest. With Lisara, Mina, Quele, and Iria herself all participating in the event.","Comedy, Romance, Ecchi"
24793,Bloody Bunny,"Shorts based on the Thai mascot, following the life of an assassin rabbit and her younger sister. ",Comedy
3667,Strike Witches,"In the year 1939, humanity was on the verge of destruction. Equipped with weapons of devastating power, a mysterious alien race, known as the Neuroi, began an invasion of the Earth, ravaging the planet, obliterating countries, and vanquishing human armies. To counter this seemingly unstoppable force, the world's powers united. A new device was produced, called the Striker Unit, capable of facing Neuroi technology. Girls equipped with the Striker Unit became known as the Witches, forming humanity's last line of defense. They began their fight against the Neuroi, utilizing their now-enhanced magical abilities, flaunting destructive weapons no human could manage. 
 
Fast forward to 1944—Yoshika Miyafuji is a young teenage girl who eventually decides to join the 501st Joint Fighter Wing, known as the ""Strike Witches."" With no formal training however, can Miyafuji learn to cooperate with her fellow Strike Witches? And if so, can she save humanity from the Neuroi onslaught? 
 
[Written by MAL Rewrite]","Action, Ecchi, Magic, Military, Sci-Fi"
21711,Il torero Camomillo,"An adaptation of the winning song from the 10th Zecchino d'Oro in 1968, an Italian hosted international children's song festival. The song was ""Il torero Camomillo"" by Michele Grandolfo.","Music, Kids"
32947,Battery,"At only 12 years old, Takumi Harada is already hailed as a prodigious baseball pitcher. But when his family moves to the backwater town of Nitta, Takumi has no choice but to join his new school's unskilled baseball team. This development has little effect on the boy, as he believes it is more interesting if this no-name club becomes a powerhouse due to his presence. However, due to his overwhelming talent, Takumi is in need of a catcher able to keep up with his pitches. 
 
His worries are soon put to rest after meeting Gou Nagakura. As his fan and fellow student, Gou is eager to prove that he is not a simple braggart, but rather a player skillful enough to catch Takumi's pitches. Amid struggling to form a ""battery"" with Gou, Takumi comes into conflict with his new teammates due to his irreverent personality but grapples to find the true joy of the sport under his grandfather's guidance. 
 
[Written by MAL Rewrite]","Slice of Life, Sports, Drama"
3226,Major S4,"Having finished high school, Gorou Honda sets his sights on becoming a professional baseball player. His dreams are much more ambitious than becoming a Japanese Baseball League player, so he instead decides to move to the birthplace of his beloved sport, America, in order to play in the Major League. 
 
However, Gorou finds that the Major League players are much faster, stronger, and more driven than he is. Nonetheless, he is eager to catch up with them. In order to do so, Gorou must first conquer the ranks of the Minor League, where numerous skilled players compete in the grueling rise to the Majors. 
 
Gorou joins the Memphis Bats and learns that he will have to adapt to the stark differences of American culture and push himself to new extremes as his race to join the Major League begins. 
 
[Written by MAL Rewrite]","Comedy, Drama, Shounen, Sports"
3380,Hana Dorei,"An art pupil sees how his teacher uses his wife for bizarre sex games. 
 
After his teacher is killed, the pupil decides to take his teacher's place when it comes to sex games with the hot and now widowed wife. However, this sort of act won't lead to anything good. 
 
(Source: AniDB)",Hentai
1686,Bleach Movie 1: Memories of Nobody,"In Karakura Town, there has been a sudden outbreak of unidentifiable spirits called ""blanks"" (vacant souls) while in the skies of Soul Society, the real world has been reflected. A mysterious female shinigami called Senna has appeared before Ichigo along with a man named Ganryu, leading a group called the ""Dark Ones."" 
 
(Source: ANN)","Action, Adventure, Comedy, Super Power, Supernatural, Shounen"
23427,Oneechan ga Kita: Hajimete no… Kitaa!,"This episode shows Ichika's and Tomoya's first encounter. 
 
Episode 13 included with the Blu-ray release. ","Slice of Life, Comedy"
39262,Hare Tokidoki Buta: Noriyasu-kun no Koutsuu Anzen,A traffic safety video starring the cast of  Hare Tokidoki Buta . This version uses the film's art style and character personalities.,Kids
23991,Cardfight!! Vanguard Movie: Neon Messiah,"A hybrid anime/live-action movie for the series to be released Fall 2014. 
 
After the events of Link Joker-hen, Aichi and Kai team up to a confront an enemy that threatens the peace they've just regained. The movie also covers the events leading up to Aichi's disappearance in Legion Mate-hen.","Action, Adventure, Game, Demons, Shounen"
13357,High School DxD Specials,"A series of 3-5 minute specials that were bundled with the HighSchool DxD DVD and Blu-rays. They are a stand alone set of episodes that are not a part of any story line in particular. 
 
Special 1: Going Sunbathing! - The Occult Research Club goes on a beach outing. 
 
Special 2: Issei's Private Training! - Issei is being given lessons in magic by Akeno. 
 
Special 3: A Little Bold, Koneko-Chan... Nyan! - Koneko accidentally has her personality reversed magically, making her incredibly sexually active and reversing her sexual preference. 
 
Special 4: The Untold Story of The Dress Break's Birth! - A few flashbacks of how Issei first found out and eventually perfected his special move, Dress Break. 
 
Special 5: Making Udon! - As part of a penalty for losing a bet, Sona and Tsubaki make udon for the Occult Research Club but the udon comes to life in a peculiar way... 
 
Special 6: Asia Transforms! - Asia wants to prove she is just as bad as any demon by using ideas found in Issei's magazines, going as far as dressing up like a harlot and seducing him. 
 
(Source: Wikipedia)","Ecchi, Comedy, Harem, Romance, Demons, School"
39624,Peter-kun no Koutsuu Anzen,A traffic safety film revolving around a little boy and an alien who came down in a fireball. The alien saved the little boy from being run over by a car.,Kids
33420,RESTART POiNTER,"Official music video for IDOLiSH7's song ""RESTART POiNTER.""",Music
20449,"Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!: Motenaishi, Nazomeite Miru",The 13th episode of the TV anime bundled with the special limited first edition of the 7th manga volume.,"Comedy, School, Slice of Life"
10870,Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi (TV),"Tachikoma TV series that aired on Animax. Unlike the previous ""Tachikoma na Hibi,"" which were auxiliary episodes to the main Ghost in the Shell SAC and 2nd GIG, the special version has longer stories based on various Japanese and Orthodox folklore. Later re-released on a BD box with all the Tachikoma shorts.","Sci-Fi, Comedy, Mecha"
8574,Aoi Taiken,"One of the first erotic OVA. Based in an original story of mangaka Hachurui (羽中ルイ), it would also have a live-action version released almost at the same time and starring AV actress Kyoko Nakamura, both produced by Orange Video House.  
 
(Source: AniDB)",Hentai
35823,Demi-chan wa Kataritai: Demi-chan no Natsuyasumi,"During summer break, Tetsuo asks Sakie to join him on patrol duty for the local summer festival, which both the demis and Himari and her friends go to. As each group decides to check out a nearby shrine, they get spooked by some strange occurrences, which turn out to be each other. As the next term begins, Tetsuo converses with an invisible woman named Matsuri. 
 
(Source: Crunchyroll)","Comedy, Vampire, Fantasy, School, Seinen"
26335,Nanatsu no Hoshi,"Based on Leo Tolstoy's retelling of the The Big Dipper. 
 
A young girl from a village suffering from a drought goes in search of water for her sick mother.","Drama, Kids"
20183,Manga Ijin Monogatari,"From Genghis Khan to Thomas Edison, each episode in this series focuses on the life and achievement of two of history's greatest and most important persons. 
 
(Source: ANN)",Historical
30778,Fairy Tail Movie 2: Dragon Cry,"Dragon Cry is a magical artifact of deadly power, formed into a staff by the fury and despair of dragons long gone. Now, this power has been stolen from the hands of the Fiore kingdom by the nefarious traitor Zash Caine, who flees with it to the small island nation of Stella. Frightened that the power has fallen into the wrong hands, the King of Fiore hastily sends Fairy Tail to retrieve the staff. But this task proves frightening as a shadowy secret lies in the heart of the kingdom of Stella.  Dragon Cry  follows their story as they muster up all their strength to recover the stolen staff and save both kingdoms. 
  
[Written by MAL Rewrite]","Action, Adventure, Comedy, Magic, Fantasy, Shounen"
17487,Tantei Shounen Kageman,"Kageman is a boy who wants to become the best detective in the world. Each of the self-contained episode features a fun guessing game and unriddling of a case.  
 
(Source: AniDB)","Comedy, Mystery"
1933,Growlanser IV: Wayfarer of the Time,"A promotional ova that came with the PS2 game, Growlanser IV Returns which is an add-on featuring a compilation of three short stories that is told in visual novel style. 
 
Since it is a promotional ova, various main characters from Growlanser I, Growlanser II, and Growlanser III do appear in the ED. Actually, some of the fairies of these main characters do appear in Growlanser IV as that the entire Growlanser story is based on anti-war featuring time freeze, time traveling, and parallel worlds.",Action
34513,Days: Touin Gakuen-sen!,"Sequel to DAYS. 
 
It will depict the All-Japan High School Soccer Tournament's Tokyo Preliminary Round with Touin Academy. 
 
(Source: anilist.co)","Sports, School, Shounen"
3056,Natural,Rumor's spreading of a hot new couple on campus! A professor is giving the sexy swim star some very special lessons. And this teacher's pet is hot to trot and learning all kinds of new tricks! ,Hentai
741,Sensitive Pornograph,"For four young men, love and intimacy are in the air, even though they may not be aware of it.  Sensitive Pornograph  holds within it two tales of sexual romance for two different couples of men. The first is a tale between two manga artists, Seiji Yamada and Sono Hanasaki. Both are familiar with each other's work, though upon meeting each other, Seiji is shocked to find out that Sono is actually a man, ten years his senior. Love quickly blossoms between the two, but will soon be tested when Seiji begins to hear rumors about Sono's past sexual exploits. 
 
In the second tale, Koji Ueno is a part-time pet sitter, hired to take care of a rabbit named Aki for a new client. To Koji's complete surprise though, not only is there no rabbit in the house, but the only thing in the apartment is a bound and gagged man in the closet who says that he is Aki. More troubling than this is that Aki informs Koji that they are both in danger of upsetting the client, and the only way for Koji to get out safely is for them to make love together. 
 
Two stories, four men, and the one emotion of love that unites them all in the new twists their lives have taken.","Comedy, Drama, Hentai, Romance, Yaoi"
31513,Aoki Seimei Hoken,TV commercial of Aoki life insurance company.,Comedy
38121,Bai Bian Zhu Zhu Xia,This time G.G. Bond has transformed into an angel. He's on a 3 month trial period to help a monster to make sure they stay on the right path. ,"Sci-Fi, Super Power, Kids, Fantasy"
